50.7722,37.8436,0.0,53.37019999999999,39.3436,20.0
51.3212,37.2946,0.0,52.82119999999999,39.8926,20.0
46.8752,35.593599999999995,20.0,57.267199999999995,41.593599999999995,60.0
49.0712,33.3976,20.0,55.0712,43.7896,60.0
49.4732,37.0936,60.0,54.6692,40.09359999999999,100.0
50.57119999999999,35.9956,60.0,53.5712,41.1916,100.0
26.4212,71.5526,0.0,27.721200000000003,72.30260000000001,75.0
26.696199999999997,71.2776,0.0,27.446199999999997,72.5766,75.0
20.5762,68.1776,50.0,33.5662,75.6776,100.0
23.3212,65.4316,50.0,30.821199999999997,78.4226,100.0
75.7722,15.621599999999999,0.0,78.37019999999998,17.12159999999999,20.0
76.3212,15.0727,0.0,77.82119999999999,17.6706,20.0
71.87519999999999,13.3717,20.0,82.2672,19.3716,60.0
74.07119999999999,11.1756,20.0,80.0712,21.567599999999988,60.0
74.47319999999999,14.871699999999999,60.0,79.66919999999999,17.87159999999999,100.0
75.57119999999999,13.7736,60.0,78.57119999999999,18.96959999999999,100.0
13.9212,49.3296,0.0,15.221199999999998,50.0796,75.0
14.196200000000001,49.0556,0.0,14.946200000000001,50.354600000000005,75.0
8.076,45.9546,50.0,21.0662,53.4546,100.0
10.821200000000001,43.209599999999995,50.0,18.3212,56.2006,100.0
63.9212,82.6636,0.0,65.2212,83.4136,75.0
64.19619999999999,82.3886,0.0,64.9462,83.6876,75.0
58.0762,79.2886,50.0,71.0662,86.7886,100.0
60.8212,76.5436,50.0,68.32119999999999,89.5336,100.0
38.2722,26.7326,0.0,40.870200000000004,28.2326,20.0
38.8212,26.183600000000002,0.0,40.321200000000005,28.7816,20.0
34.3752,24.482599999999998,20.0,44.7672,30.482599999999998,60.0
36.5712,22.2866,20.0,42.5712,32.67859999999999,60.0
36.9732,25.9826,60.0,42.169200000000004,28.982599999999998,100.0
38.0712,24.884600000000002,60.0,41.071200000000005,30.0806,100.0
88.2722,60.0666,0.0,90.8702,61.56660000000001,20.0
88.8212,59.5176,0.0,90.3212,62.1156,20.0
84.37519999999999,57.81660000000001,20.0,94.7672,63.8166,60.0
86.57119999999999,55.619600000000005,20.0,92.5712,66.01259999999999,60.0
86.97319999999999,59.31660000000001,60.0,92.16919999999999,62.3166,100.0
88.07119999999999,58.217600000000004,60.0,91.07119999999999,63.4146,100.0
7.6716999999999995,93.77459999999999,0.0,8.970699999999999,94.5246,75.0
7.9462,93.4996,0.0,8.6962,94.7986,75.0
1.8260100000000001,90.3996,50.0,14.816199999999998,97.89959999999999,100.0
4.5712,87.6546,50.0,12.0712,100.6446,100.0
57.6712,8.5893,0.0,58.97119999999999,9.3393,75.0
57.94619999999999,8.3148,0.0,58.6962,9.6138,75.0
